http://www.wikidata.org/entity/Q5319409,3358
http://www.wikidata.org/entity/Q5351290,6218
http://www.wikidata.org/entity/Q5362123,6236
http://www.wikidata.org/entity/Q5365273,4424
http://www.wikidata.org/entity/Q5583639,741
http://www.wikidata.org/entity/Q5689085,1532
http://www.wikidata.org/entity/Q5905837,6616
http://www.wikidata.org/entity/Q5980097,9696
http://www.wikidata.org/entity/Q6007476,406
http://www.wikidata.org/entity/Q6109370,21493
http://www.wikidata.org/entity/Q6649987,136
http://www.wikidata.org/entity/Q6739825,2254
http://www.wikidata.org/entity/Q7113821,10496
http://www.wikidata.org/entity/Q7187719,1565
http://www.wikidata.org/entity/Q7197902,265
http://www.wikidata.org/entity/Q7405970,12582
http://www.wikidata.org/entity/Q7714263,11365
http://www.wikidata.org/entity/Q7720628,176
http://www.wikidata.org/entity/Q7797922,281
http://www.wikidata.org/entity/Q7804964,1901
http://www.wikidata.org/entity/Q7923090,3249
http://www.wikidata.org/entity/Q7923092,3252
http://www.wikidata.org/entity/Q9384989,7249
http://www.wikidata.org/entity/Q12265058,11944
http://www.wikidata.org/entity/Q12339810,91
http://www.wikidata.org/entity/Q13515562,271
http://www.wikidata.org/entity/Q13639319,867
http://www.wikidata.org/entity/Q14701411,1639
http://www.wikidata.org/entity/Q15056165,3678
http://www.wikidata.org/entity/Q15613810,13564
http://www.wikidata.org/entity/Q16710155,12008
http://www.wikidata.org/entity/Q16828887,2658
http://www.wikidata.org/entity/Q16927904,293
http://www.wikidata.org/entity/Q17042352,1368
http://www.wikidata.org/entity/Q17042382,240
http://www.wikidata.org/entity/Q17515210,24600
http://www.wikidata.org/entity/Q17521923,16196
http://www.wikidata.org/entity/Q18154904,12443
http://www.wikidata.org/entity/Q18738659,9515
http://www.wikidata.org/entity/Q19362881,17407
http://www.wikidata.org/entity/Q19879826,12403
http://www.wikidata.org/entity/Q20011140,18106
http://www.wikidata.org/entity/Q21074710,17210
http://www.wikidata.org/entity/Q21161376,745
http://www.wikidata.org/entity/Q21261978,1445
http://www.wikidata.org/entity/Q21994166,17618
http://www.wikidata.org/entity/Q22059966,19519
http://www.wikidata.org/entity/Q22719204,18296
http://www.wikidata.org/entity/Q22906309,17248
http://www.wikidata.org/entity/Q22907247,18727
http://www.wikidata.org/entity/Q22908558,4856
http://www.wikidata.org/entity/Q22908745,14997
http://www.wikidata.org/entity/Q23308964,19576
http://www.wikidata.org/entity/Q24044993,17966
http://www.wikidata.org/entity/Q24106814,20401
http://www.wikidata.org/entity/Q24204544,19711
http://www.wikidata.org/entity/Q24833293,16362
http://www.wikidata.org/entity/Q24905903,20591
http://www.wikidata.org/entity/Q24908818,19913
http://www.wikidata.org/entity/Q25059032,18295
http://www.wikidata.org/entity/Q25338354,11132
http://www.wikidata.org/entity/Q26388682,20605
http://www.wikidata.org/entity/Q26441203,19798
http://www.wikidata.org/entity/Q27998948,12188
http://www.wikidata.org/entity/Q28048002,21847
http://www.wikidata.org/entity/Q28129014,21353
http://www.wikidata.org/entity/Q28130150,14761
http://www.wikidata.org/entity/Q28135292,9687
http://www.wikidata.org/entity/Q28401391,18861
http://www.wikidata.org/entity/Q28407001,22161
http://www.wikidata.org/entity/Q28669443,18711
http://www.wikidata.org/entity/Q30097292,23103
http://www.wikidata.org/entity/Q39045617,23189
http://www.wikidata.org/entity/Q42417145,7760
http://www.wikidata.org/entity/Q47504984,24551
http://www.wikidata.org/entity/Q47545258,24993
http://www.wikidata.org/entity/Q50809919,22898
http://www.wikidata.org/entity/Q53672376,26191
http://www.wikidata.org/entity/Q54765858,18664
http://www.wikidata.org/entity/Q55405369,40039
http://www.wikidata.org/entity/Q55606996,25500
http://www.wikidata.org/entity/Q55691704,23732
http://www.wikidata.org/entity/Q56152168,6252
http://www.wikidata.org/entity/Q104841082,1707
http://www.wikidata.org/entity/Q104858864,5678
http://www.wikidata.org/entity/Q104968209,32559
http://www.wikidata.org/entity/Q105409985,36243
http://www.wikidata.org/entity/Q105676108,15690
http://www.wikidata.org/entity/Q105682187,28021
http://www.wikidata.org/entity/Q105826613,39
http://www.wikidata.org/entity/Q105828864,11869
http://www.wikidata.org/entity/Q105829207,12069
http://www.wikidata.org/entity/Q105840438,1056
http://www.wikidata.org/entity/Q106187667,36693
http://www.wikidata.org/entity/Q106617236,37066
http://www.wikidata.org/entity/Q106687028,43
http://www.wikidata.org/entity/Q107096441,31994
http://www.wikidata.org/entity/Q107157924,36482
http://www.wikidata.org/entity/Q107162754,34421
http://www.wikidata.org/entity/Q107315841,25800
http://www.wikidata.org/entity/Q107655620,12134
http://www.wikidata.org/entity/Q107782344,20002
http://www.wikidata.org/entity/Q107859050,3225
http://www.wikidata.org/entity/Q107862733,27115
http://www.wikidata.org/entity/Q108485822,38047
http://www.wikidata.org/entity/Q108503826,34084
http://www.wikidata.org/entity/Q108734361,34246
http://www.wikidata.org/entity/Q108871530,1909
http://www.wikidata.org/entity/Q108881420,25612
http://www.wikidata.org/entity/Q109592060,17299
http://www.wikidata.org/entity/Q109746319,18960
http://www.wikidata.org/entity/Q109811037,18886
http://www.wikidata.org/entity/Q110368882,3136
http://www.wikidata.org/entity/Q110492077,26543
http://www.wikidata.org/entity/Q110565683,12404
http://www.wikidata.org/entity/Q110875283,36485
http://www.wikidata.org/entity/Q110903089,35699
http://www.wikidata.org/entity/Q110945237,39584
http://www.wikidata.org/entity/Q111196977,39602
http://www.wikidata.org/entity/Q111235444,26152
http://www.wikidata.org/entity/Q111411145,39973
http://www.wikidata.org/entity/Q111441883,39750
http://www.wikidata.org/entity/Q111508998,37105
http://www.wikidata.org/entity/Q111518360,36388
http://www.wikidata.org/entity/Q111527133,39704
http://www.wikidata.org/entity/Q111700269,744
http://www.wikidata.org/entity/Q111737843,30329
http://www.wikidata.org/entity/Q111847094,27266
http://www.wikidata.org/entity/Q112080413,18922
http://www.wikidata.org/entity/Q112153160,14024
http://www.wikidata.org/entity/Q112231662,653
http://www.wikidata.org/entity/Q112513067,36446
http://www.wikidata.org/entity/Q56683159,21834
http://www.wikidata.org/entity/Q58310066,11764
http://www.wikidata.org/entity/Q58310774,222
http://www.wikidata.org/entity/Q58317208,16797
http://www.wikidata.org/entity/Q58317272,428
http://www.wikidata.org/entity/Q58841951,18433
http://www.wikidata.org/entity/Q59382252,22139
http://www.wikidata.org/entity/Q60569259,16296
http://www.wikidata.org/entity/Q60772519,26104
http://www.wikidata.org/entity/Q60772535,28152
http://www.wikidata.org/entity/Q61874916,6306
http://www.wikidata.org/entity/Q62084250,2996
http://www.wikidata.org/entity/Q63344587,56
http://www.wikidata.org/entity/Q63772051,76
http://www.wikidata.org/entity/Q63865549,10587
http://www.wikidata.org/entity/Q63891931,3619
http://www.wikidata.org/entity/Q63928284,5681
http://www.wikidata.org/entity/Q64211720,46
http://www.wikidata.org/entity/Q64364511,209
http://www.wikidata.org/entity/Q64620767,8711
http://www.wikidata.org/entity/Q64846584,1965
http://www.wikidata.org/entity/Q65080702,28792
http://www.wikidata.org/entity/Q65598167,30357
http://www.wikidata.org/entity/Q66429795,21633
http://www.wikidata.org/entity/Q66730348,21955
http://www.wikidata.org/entity/Q67023363,23200
http://www.wikidata.org/entity/Q67151586,25067
http://www.wikidata.org/entity/Q68926227,17039
http://www.wikidata.org/entity/Q69057726,3213
http://www.wikidata.org/entity/Q69578001,268
http://www.wikidata.org/entity/Q71135541,117
http://www.wikidata.org/entity/Q72651527,8379
http://www.wikidata.org/entity/Q72816895,29101
http://www.wikidata.org/entity/Q74077989,31475
http://www.wikidata.org/entity/Q74367025,31656
http://www.wikidata.org/entity/Q75669158,24811
http://www.wikidata.org/entity/Q77835517,31624
http://www.wikidata.org/entity/Q78203248,124
http://www.wikidata.org/entity/Q80724407,22161
http://www.wikidata.org/entity/Q80781545,27166
http://www.wikidata.org/entity/Q84835676,54
http://www.wikidata.org/entity/Q86663108,7617
http://www.wikidata.org/entity/Q86940937,32755
http://www.wikidata.org/entity/Q87581507,27736
http://www.wikidata.org/entity/Q88029483,32542
http://www.wikidata.org/entity/Q88334794,16314
http://www.wikidata.org/entity/Q88885188,33407
http://www.wikidata.org/entity/Q88963586,24899
http://www.wikidata.org/entity/Q89642723,30157
http://www.wikidata.org/entity/Q89756027,33381
http://www.wikidata.org/entity/Q90456516,27843
http://www.wikidata.org/entity/Q95530210,27963
http://www.wikidata.org/entity/Q96375753,22216
http://www.wikidata.org/entity/Q96406438,16879
http://www.wikidata.org/entity/Q96579017,34017
http://www.wikidata.org/entity/Q96647680,34269
http://www.wikidata.org/entity/Q96760077,21464
http://www.wikidata.org/entity/Q97421594,29635
http://www.wikidata.org/entity/Q98406706,1454
http://www.wikidata.org/entity/Q98951569,32965
http://www.wikidata.org/entity/Q98959862,34884
http://www.wikidata.org/entity/Q99662094,17326
http://www.wikidata.org/entity/Q104005472,18259
